#Namespace(arch='AlexNet', batch_size=128, beta1=0.9, beta1_tl=0.9, beta2=0.999, beta2_tl=0.999, checkpoint=False, checkpoint_file=None, clustering='faiss', data_dir='./data', dataset='MNIST', deep_cluster_and_contrastive_loss=False, ds_split='train', ds_train=True, epochs=100, grayscale=False, input_dim=2, loss_fn='CrossEntropy', lr=0.05, lr_tl=0.05, metrics=True, metrics_dir='./metrics/MNIST/100_run_2/', metrics_file=None, momentum=0.9, momentum_tl=0.9, num_classes=10, optimizer='SGD', optimizer_tl='SGD', param_requires_grad=False, pca=True, pca_method='faiss', pca_reduction=256, pca_whitening=True, reassign_clustering=False, reassign_optimizer_tl=True, requires_grad=True, seed=None, sobel=True, verbose=True, weight_decay=1e-05, weight_decay_tl=1e-05)
epoch,loss_avg,contrastive_loss_avg,deep_cluster_loss_avg,accuracy,true_accuracy,nmi_true_pred,nmi_epochs,epoch_time,train_time,features_time,cluster_time,pca_time
0,1.5762284,0.0,1.5762284,0.4062333,0.16100761217948717,0.5781017270574149,0.0,244.95368361473083,87.77229952812195,47.82487368583679,0.563105583190918,108.37957000732422
1,1.117787,0.0,1.117787,0.5900107,0.1549979967948718,0.5057103730111773,0.4401224101331911,244.9174964427948,79.6624014377594,44.83663558959961,0.38806676864624023,119.65873765945435
2,0.9222767,0.0,0.9222767,0.64753604,0.15367922008547008,0.5488957690908706,0.48141209781340366,239.27968835830688,79.73491787910461,46.3045175075531,0.37465763092041016,112.57262992858887
3,0.8431652,0.0,0.8431652,0.66671675,0.19058827457264957,0.5377289927782518,0.6269642056599634,233.84577107429504,79.37964057922363,45.884562253952026,0.3683919906616211,107.83819460868835
4,0.8815874,0.0,0.8815874,0.6438969,0.1580528846153846,0.5005983327924647,0.5637997391162377,234.3530077934265,79.86216068267822,46.78471899032593,0.36829090118408203,107.04725384712219
5,0.8729318,0.0,0.8729318,0.6701556,0.15476428952991453,0.5438925498225868,0.5814750663835027,227.53281497955322,79.55355906486511,45.534497022628784,0.3663022518157959,101.71283411979675
6,0.7157086,0.0,0.7157086,0.7270633,0.20601295405982906,0.5383446303938535,0.5211032743778224,227.22985553741455,79.68375825881958,45.91081881523132,0.3818376064300537,100.78874969482422
7,0.8686514,0.0,0.8686514,0.658754,0.12139423076923077,0.585946111019406,0.5401284170545042,226.22710728645325,80.55975985527039,46.17662191390991,0.36493921279907227,98.84479641914368
8,0.8152731,0.0,0.8152731,0.6838775,0.14491519764957264,0.6071821673238088,0.5267351248870529,223.3204803466797,79.9796850681305,46.20663809776306,0.3683810234069824,96.39153599739075
9,0.7456262,0.0,0.7456262,0.70631343,0.15100827991452992,0.5614011260858814,0.5311498216155394,225.5345175266266,79.95227289199829,46.656250953674316,0.37800049781799316,98.08407044410706
