#Namespace(arch='AlexNet', batch_size=128, beta1=0.9, beta1_tl=0.9, beta2=0.999, beta2_tl=0.999, checkpoint=False, checkpoint_file=None, clustering='faiss', data_dir='./data', dataset='MNIST', ds_split='train', ds_train=True, epochs=100, grayscale=False, input_dim=2, loss_fn='CrossEntropy', lr=0.05, lr_tl=0.05, metrics=True, metrics_dir='./metrics/MNIST/100_runs/', metrics_file=None, momentum=0.9, momentum_tl=0.9, num_classes=10, optimizer='SGD', optimizer_tl='SGD', param_requires_grad=False, pca=True, pca_method='sklearn', pca_reduction=256, pca_whitening=True, reassign_clustering=False, reassign_optimizer_tl=True, requires_grad=True, seed=None, sobel=True, verbose=True, weight_decay=1e-05, weight_decay_tl=1e-05)
epoch,loss_avg,accuracy,true_accuracy,nmi_true_pred,nmi_epochs,epoch_time,train_time,features_time,cluster_time,pca_time
0,1.7426243,0.37111667,0.0915,0.6050603990493555,0.0,149.102614402771,92.23525595664978,46.962799072265625,0.5671613216400146,8.986845016479492
1,1.1226046,0.57405,0.11088333,0.4951810803484336,0.47070245057183635,134.53268194198608,79.84890055656433,45.061028480529785,0.35553669929504395,8.966652631759644
2,0.9094649,0.6716667,0.1152,0.502113280269166,0.5564846813101701,134.58105206489563,80.16321468353271,44.73428821563721,0.35953187942504883,9.01471209526062
3,0.9168405,0.6526333,0.09093333,0.5590307364657436,0.5048908282675475,134.37469339370728,80.1661069393158,44.675979137420654,0.3548746109008789,8.868096590042114
4,0.89203125,0.65928334,0.10418333,0.5605985394173674,0.5571284806301914,134.11719965934753,79.6063461303711,44.74591851234436,0.3560159206390381,9.098358154296875
5,0.740136,0.7186667,0.051466666,0.5185698583139748,0.5279752722904121,134.39253568649292,80.00268578529358,44.65826606750488,0.35973644256591797,9.063534021377563
6,0.7594121,0.7036167,0.2153,0.4725679602501173,0.5383353191863612,134.0303852558136,79.94882488250732,44.75077676773071,0.3607609272003174,8.659154415130615
7,0.8841362,0.6623333,0.107316665,0.5478365297002716,0.526745718178318,134.29591155052185,79.92101001739502,44.96464991569519,0.35456156730651855,8.668913125991821
8,0.7321946,0.7154,0.07216667,0.518065783457413,0.4540841007886628,134.15644907951355,79.85571551322937,44.83524775505066,0.3538386821746826,8.878449440002441
9,0.7212723,0.72111666,0.0738,0.4826297755136877,0.5781290302282591,134.5566565990448,80.17190098762512,44.960076093673706,0.354917049407959,8.755736589431763
10,0.8372522,0.67623335,0.087416664,0.5363820337290365,0.47245952334953,134.18175315856934,79.8073000907898,44.71596693992615,0.34831714630126953,8.999696254730225
11,0.690754,0.73731667,0.0989,0.5061822549056262,0.45428457552185525,133.9984040260315,79.98580431938171,44.63227081298828,0.3569767475128174,8.708667039871216
12,0.6654994,0.74865,0.08623333,0.4744983678211611,0.4550729595357243,134.39768624305725,80.05999231338501,44.838035583496094,0.3593158721923828,8.828071355819702
13,0.5815708,0.78265,0.10245,0.5195023351005945,0.5569533909592113,134.4368438720703,79.99490261077881,44.66600704193115,0.3573153018951416,9.1071617603302
14,0.7256639,0.71288335,0.090733334,0.4989474768554898,0.537313353087377,134.7481894493103,79.61487245559692,45.31784510612488,0.3549997806549072,9.145416975021362
15,0.688135,0.73898333,0.13215,0.5439674502861201,0.520117840270668,134.2016303539276,80.05756187438965,44.75301384925842,0.35663533210754395,8.72002124786377
16,0.681549,0.73373336,0.10475,0.45431038334909163,0.6164851011817712,134.37944293022156,80.09700798988342,44.683902978897095,0.3545083999633789,8.92874264717102
17,0.76819074,0.71238333,0.10058333,0.5587092159681127,0.442756214553399,134.50895380973816,79.8040132522583,45.06529092788696,0.3495006561279297,8.977341651916504
