#Namespace(arch='AlexNet', batch_size=128, beta1=0.9, beta1_tl=0.9, beta2=0.999, beta2_tl=0.999, checkpoint=False, checkpoint_file=None, clustering='faiss', data_dir='./data', dataset='MNIST', ds_split='train', ds_train=True, epochs=500, grayscale=False, input_dim=2, loss_fn='CrossEntropy', lr=0.05, lr_tl=0.05, metrics=True, metrics_dir='./metrics/MNIST/100_runs/', metrics_file=None, momentum=0.9, momentum_tl=0.9, num_classes=10, optimizer='SGD', optimizer_tl='SGD', param_requires_grad=False, pca=True, pca_method='faiss', pca_reduction=256, pca_whitening=True, reassign_clustering=False, reassign_optimizer_tl=True, requires_grad=True, seed=None, sobel=True, verbose=True, weight_decay=1e-05, weight_decay_tl=1e-05)
epoch,loss_avg,accuracy,true_accuracy,nmi_true_pred,nmi_epochs,epoch_time,train_time,features_time,cluster_time,pca_time
0,1.6959097,0.36835,0.082,0.6867312598044516,0.0,262.39538955688477,97.63289833068848,48.49396228790283,0.570289134979248,115.33574199676514
1,1.0860847,0.5933833,0.09345,0.512609023243693,0.47704730227684494,260.5081856250763,85.19930720329285,47.56830072402954,0.4035630226135254,126.90934872627258
2,0.9891412,0.61511666,0.0931,0.5179538696178451,0.43790074054586653,260.39975810050964,84.7400975227356,48.049896240234375,0.9533121585845947,126.22609806060791
3,0.8976342,0.6683,0.059566665,0.5310123299665336,0.4427088249713694,252.522070646286,89.77100133895874,46.96377682685852,0.37227392196655273,115.08936643600464
4,0.8213085,0.6835167,0.10526667,0.5157201836222864,0.5139162945431013,260.4293439388275,100.79251742362976,49.33130598068237,0.37642931938171387,109.60149788856506
5,0.7964216,0.6818333,0.18015,0.5292908306348995,0.4702568196531345,313.34301376342773,90.15115880966187,109.65812873840332,1.213228702545166,111.98674368858337
6,0.8144704,0.69061667,0.08928333,0.5144398821622885,0.46364597660069207,247.98951530456543,88.66351628303528,50.320629835128784,0.37429022789001465,108.30492877960205
7,0.771556,0.70225,0.0975,0.4874031632751576,0.49083632791644544,277.56661200523376,92.78934383392334,71.85664558410645,0.37683844566345215,112.13948917388916
8,0.7832142,0.70415,0.06646667,0.5314543008299532,0.5217033883606669,253.35739541053772,85.99883985519409,53.02061486244202,0.36585450172424316,113.72551250457764
9,0.7244937,0.72216666,0.10208333,0.5210121620836028,0.49647299365990266,238.9783947467804,84.83718276023865,49.02361869812012,0.374600887298584,104.4119017124176
10,0.81177276,0.68755,0.07958333,0.5153504500156898,0.5178469131007863,236.0474112033844,85.38316011428833,46.574567556381226,0.3825860023498535,103.36082887649536
