#Namespace(arch='AlexNet', batch_size=128, beta1=0.9, beta1_tl=0.9, beta2=0.999, beta2_tl=0.999, checkpoint=False, checkpoint_file=None, clustering='faiss', data_dir='./data', dataset='MNIST', ds_split='train', ds_train=True, epochs=100, grayscale=False, input_dim=1, loss_fn='CrossEntropy', lr=0.05, lr_tl=0.05, metrics=True, metrics_dir='./metrics/MNIST/100_runs/', metrics_file=None, momentum=0.9, momentum_tl=0.9, num_classes=10, optimizer='SGD', optimizer_tl='SGD', param_requires_grad=False, pca=True, pca_method='sklearn', pca_reduction=256, pca_whitening=True, reassign_clustering=False, reassign_optimizer_tl=True, requires_grad=True, seed=None, sobel=False, verbose=True, weight_decay=1e-05, weight_decay_tl=1e-05)
epoch,loss_avg,accuracy,true_accuracy,nmi_true_pred,nmi_epochs,epoch_time,train_time,features_time,cluster_time,pca_time
0,1.8043491,0.32015,0.095983334,0.5090834836216989,0.0,141.2313780784607,87.00189399719238,44.683154821395874,1.0886099338531494,8.110920667648315
1,1.1023365,0.60763335,0.12185,0.5360283510134878,0.43748878891190723,131.30667972564697,75.6677098274231,43.79894495010376,0.3495516777038574,11.078096151351929
2,0.9270075,0.652,0.072566666,0.5252962936898636,0.5251475257055906,129.6085593700409,75.81238055229187,43.8199257850647,0.35348963737487793,9.31124472618103
3,0.8958032,0.6526667,0.11418334,0.5392511807563916,0.4967294535017871,129.09949851036072,75.89483880996704,43.80329442024231,0.34929394721984863,8.74254035949707
4,0.8228974,0.67696667,0.077633336,0.5351334165457104,0.5794485917163624,128.5908555984497,75.89314150810242,43.66185998916626,0.3499417304992676,8.37644648551941
5,0.7616414,0.70633334,0.0538,0.5182914750497395,0.5426127615720454,128.81967163085938,75.73605513572693,43.63834071159363,0.3526334762573242,8.78334355354309
6,0.688927,0.7417,0.0527,0.5235549304823115,0.5208257419221545,128.25092887878418,75.51059293746948,43.615445375442505,0.3532721996307373,8.458975076675415
7,0.786049,0.6971,0.06763333,0.5009910677165924,0.5915988451756429,129.03670811653137,75.90598750114441,43.41974902153015,0.35649800300598145,8.966928958892822
8,0.98405117,0.6242333,0.08128333,0.5128443771692666,0.44417079130090825,129.0685203075409,75.89208674430847,43.623371601104736,0.3533284664154053,8.965474843978882
9,0.65431535,0.7506833,0.09573333,0.5604121057249498,0.4771634558388363,129.07310366630554,75.90467667579651,43.64093375205994,0.35385918617248535,8.859441757202148
10,0.7645738,0.71108335,0.18451667,0.4733481205693144,0.4780326534057096,129.27133750915527,76.13030076026917,43.68974995613098,0.35750341415405273,8.778680562973022
11,0.74339837,0.71185,0.07711667,0.4385503091151216,0.48341788275087816,129.06815481185913,75.76008033752441,43.89613318443298,0.35859084129333496,8.739318370819092
12,0.77428937,0.70718336,0.12673333,0.4889103453910547,0.5310165612995196,128.76981449127197,75.82288837432861,43.569039821624756,0.34691810607910156,8.716121435165405
13,0.8543061,0.67073333,0.096033335,0.41442702039991536,0.4215112902321402,129.13586020469666,75.76900482177734,43.94480228424072,0.3506660461425781,8.75612497329712
14,0.7350914,0.70641667,0.09735,0.4809790013817989,0.42468243492275076,129.5744502544403,76.1312563419342,43.528563261032104,0.3533329963684082,8.8266921043396
15,0.7081469,0.7220167,0.089833334,0.5661515627536869,0.4830464579668651,128.6888370513916,75.79791951179504,43.75301218032837,0.3515026569366455,8.46528959274292
16,0.6367653,0.7587,0.20913333,0.4942486296483499,0.5669645244711832,128.79995036125183,75.84366798400879,43.64578342437744,0.356503963470459,8.637384176254272
17,0.71325946,0.7219,0.07226667,0.5007168630375968,0.5030412855035798,128.88503766059875,75.87797331809998,43.67221546173096,0.3564341068267822,8.66245412826538
18,0.7769178,0.695,0.08533333,0.5342794308265651,0.468327865112872,128.96721124649048,75.85736322402954,43.569382667541504,0.3453104496002197,8.87556767463684
