epoch,loss_avg,accuracy,nmi_true_pred,nmi_epochs
0,1.5044884490966797,0.47394,0.0,0.1092461776889977
1,1.1361044473648072,0.58228,0.3429910901698397,0.09776962550910734
2,1.0851870569610595,0.59588,0.3792040934014295,0.08033005642712386
3,1.052274132232666,0.59872,0.38156814907876485,0.10155245120505217
4,0.945823962059021,0.64608,0.40107698453092794,0.10530332181808769
5,0.8390599917602539,0.67566,0.4251965374345852,0.10746317902098955
6,0.9097599336242675,0.65364,0.4852400052441548,0.09020377679878043
7,0.8457521597290039,0.67604,0.4428796792311699,0.10625716140770165
8,0.8845688575935364,0.65924,0.41697170910170955,0.10209598972286084
9,0.8965373477172851,0.65386,0.4889148407279795,0.09120140667225615
10,0.8422905293464661,0.66396,0.4210599238156423,0.11446930310068189
11,0.9020235098266601,0.65366,0.3696617460391077,0.09798892126297803
12,0.9609240879821778,0.6233,0.4134498749498988,0.0905079938174435
13,0.8108688836669922,0.68682,0.4460823605056845,0.08502272451073359
14,0.8252562386703491,0.68566,0.42489185306134625,0.10028077559159274
15,0.9079418409347534,0.64462,0.4056317106430506,0.10701247518146907
16,0.851033366203308,0.675,0.3842193630368612,0.11208141486169651
17,0.815315025215149,0.68618,0.4289132086002722,0.11371890970263583
18,0.8707774315643311,0.6677,0.4497222738001698,0.09758493841611642
19,0.8196617440795898,0.68108,0.3792238516506745,0.0839893578582401
20,0.8126575028610229,0.68308,0.476950168183962,0.09779832402770872
21,0.862393992767334,0.66828,0.39405109562168333,0.08760085599444682
22,0.8007108327674866,0.69322,0.38277209852618804,0.0984081931556753
23,0.7484135753250122,0.71488,0.41431452994175505,0.09521110602958024
24,0.8181592996406555,0.69188,0.3852533815029684,0.1222389141093162
25,0.8556040098381043,0.67434,0.372377689224211,0.0771745277172685
26,0.687428126335144,0.7381,0.4285947699096492,0.0973554993736597
27,0.8385154813957214,0.67766,0.44626532225659993,0.10521116788730318
28,0.8851675666809082,0.66096,0.3760967707570686,0.11340175859686365
29,0.8628815896606445,0.66744,0.4196153129218868,0.12136458577167862
30,0.8280364258956909,0.68586,0.4804849624242167,0.09882620940338932
31,0.7602770399665832,0.69994,0.46379349555029237,0.11934350452475986
32,0.8921278477668763,0.66008,0.4249694216395762,0.09779626529716194
33,0.8162491810798645,0.68856,0.46370819328342866,0.11395565070079634
34,0.8223507349967957,0.68628,0.46288427005483107,0.12106147230637955
35,0.7615728984642028,0.70088,0.42900832512919607,0.1191312682934216
36,0.7770057813644409,0.70062,0.4057665269890967,0.11817977766169553
37,0.8547433395195008,0.67598,0.4197549696470097,0.11784918765688904
38,0.8070281362915039,0.6875,0.49209607201706296,0.11107861583238915
39,0.856068089427948,0.67094,0.3971335005037115,0.10426607511422897
40,0.7932540985488892,0.69748,0.40869929116391274,0.10534914713761069
41,0.7633681981086731,0.71354,0.4490359076271765,0.10498337148474435
42,0.7809353039169311,0.70226,0.4745750556543422,0.10369925983475377
43,0.9023325629997253,0.64,0.46267780085028354,0.10488463208313939
44,0.9229945712471008,0.65028,0.3542903213551063,0.08679691165035482
45,0.8370984002494812,0.68288,0.4723876072764098,0.08463460311725003
46,0.8604569334411621,0.67004,0.45836445595497943,0.10057585452343097
47,0.8011882933425903,0.68858,0.44660676426108153,0.109165183346485
48,0.8841053201293946,0.65886,0.41356438920488275,0.10360229609460246
49,0.7254486750030518,0.72712,0.43305355264001744,0.12523510804421173
50,0.7566681185150147,0.70938,0.4855548910574374,0.12042327455189139
51,0.8070568925094604,0.69264,0.42562906367985126,0.09972611967326178
52,0.8257422155952454,0.6822,0.41805957698025853,0.12200060740230843
53,0.880275631275177,0.66914,0.37350498725465925,0.11822889929556137
54,0.8265995078277588,0.69,0.4204392178046146,0.11305644243600727
55,0.7770741835975647,0.69712,0.4690776840505561,0.1123205317002081
56,0.8792425081253051,0.6675,0.4152559272114268,0.10527249514249884
57,0.7750834980392456,0.7046,0.41392340868432637,0.10501952901558505
58,0.6561969613265991,0.74678,0.4821645016345216,0.11473668070101042
59,0.8661030014228821,0.66582,0.39705887739236284,0.1021811109753041
60,0.737550874671936,0.7124,0.4312103803166741,0.09904570487202528
61,0.7836642156028748,0.7029,0.4462498388290473,0.10507508068948114
62,0.7226775282478333,0.72438,0.48292496141081886,0.11354213772337413
63,0.7633064177322387,0.71278,0.4473207417075972,0.10575795716568118
64,0.8275484736442565,0.68238,0.3698471139997691,0.10211190122215802
65,0.8055524428558349,0.68748,0.4510324600416418,0.10479102807848296
66,0.8970021866226197,0.6603,0.38806932754747214,0.09905455927363047
67,0.7375407359695435,0.72032,0.3805055318237762,0.11160086896816675
68,0.832878678970337,0.684,0.43179908788662985,0.11908148518982016
69,0.8595819035148621,0.67662,0.39558077961571775,0.11064923700142233
70,0.8644892353630066,0.67288,0.3699736077401508,0.11471171807898274
71,0.8385444211769104,0.6751,0.3604911931080802,0.09572108581333033
72,0.8039051065444947,0.69558,0.3720595538141492,0.12566229534058354
73,0.7405203503417969,0.71752,0.5114115684235322,0.122289248437779
74,0.7615998511123657,0.71198,0.4555669982741804,0.11982582588155054
75,0.7459704390716553,0.71804,0.40421730348404333,0.12648709626904234
76,0.7903132977676391,0.6951,0.46307694593008497,0.11067909531547548
77,0.7413615246963501,0.71714,0.42507651033431615,0.10602024999835044
78,0.7966493613624572,0.70072,0.4267014788238826,0.11139327215714917
79,0.8179459029006958,0.6894,0.34738446923239075,0.11993345302603278
80,0.8271925120162964,0.68318,0.4158054174209656,0.12394245603096089
81,0.870442989025116,0.66454,0.45419482601293715,0.11039883487862147
82,0.8334949453926086,0.68504,0.4197473360060436,0.1285919141272203
83,0.9249269044685364,0.65224,0.4048733047688504,0.1100999723164261
84,0.8307012763977051,0.67828,0.36945953456796643,0.11110647225714876
85,0.8028420479393006,0.69426,0.39024346179459585,0.114518129306785
86,0.8010343310546875,0.6938,0.4099271228076287,0.130362250970565
