epoch,loss_avg,accuracy,nmi_true_pred,nmi_epochs
87,0.8474412460708618,0.6728,0.38630890055064565,0.10771073930561342
88,0.9372757911300659,0.6384,0.38697640674623385,0.10752377504592946
89,0.8489380781936645,0.6712,0.4039533498475336,0.11148426862218071
90,0.8179900594329834,0.6944,0.4068902491838959,0.10782609830392541
91,0.8012726986503601,0.69594,0.420748382566621,0.11337828170784801
92,0.8064592715072632,0.69058,0.42959818947486444,0.12431163016039089
93,0.7193086985969543,0.72486,0.4401613410584724,0.11817612445536342
94,0.7776167904090882,0.6984,0.49192813895853355,0.13259999291929528
95,0.7241302300834656,0.7199,0.41224444105605423,0.11641938690710574
96,0.7497470943260193,0.70998,0.47202227055729046,0.1087437245037979
97,0.819317196483612,0.685,0.3976936745491454,0.10690624632633249
98,0.7749950978469848,0.70146,0.3724896287193216,0.11537533308297576
99,0.8150462909889221,0.68804,0.39735023012499077,0.10143789084635715
