#Namespace(arch='AlexNet', batch_size=128, beta1=0.9, beta1_tl=0.9, beta2=0.999, beta2_tl=0.999, checkpoint=None, clustering='faiss', data_dir='./data', dataset='CIFAR10', epochs=10, grayscale=True, input_dim=2, loss_fn='CrossEntropy', lr=0.05, lr_tl=0.05, metrics=True, metrics_file=None, momentum=0.9, momentum_tl=0.9, num_classes=10, optimizer='SGD', optimizer_tl='SGD', param_requires_grad=False, pca=True, pca_method='faiss', pca_reduction=256, pca_whitening=True, reassign_clustering=False, reassign_optimizer_tl=True, requires_grad=True, seed=42, sobel=True, verbose=True, weight_decay=1e-05, weight_decay_tl=1e-05)
epoch,loss_avg,accuracy,true_accuracy,nmi_true_ped,nmi_epochs,epoch_time,train_time,features_time,cluster_time,pca_time
0,2.2607012,0.2056,0.0965,0.07246197256459741,0.0,363.379367351532,194.11856412887573,62.641544342041016,0.5235800743103027,106.00726628303528
1,2.0716414,0.26502,0.10862,0.059841890278374554,0.07848163301717091,384.26899814605713,182.9981038570404,62.46507549285889,0.31366825103759766,122.9562292098999
2,1.8073043,0.34798,0.0918,0.07656510396403163,0.23784048799361968,384.1749908924103,182.74271821975708,63.46064901351929,0.30912184715270996,122.41802501678467
3,1.7274373,0.35472,0.09442,0.04711118350419717,0.30937108639140726,381.1096112728119,183.67587113380432,62.99265956878662,0.31121349334716797,117.7500376701355
4,1.7499812,0.36396,0.09852,0.06210351602195871,0.24461902451867595,398.7776234149933,191.28981518745422,63.4649772644043,0.3856992721557617,129.55586409568787
5,1.7448145,0.3686,0.10698,0.06385765457043711,0.1946419791419978,386.1190586090088,182.18496918678284,63.52768349647522,0.33251142501831055,124.86007595062256
6,1.6589729,0.40258,0.1078,0.0627319527113283,0.2898822009197004,376.0552818775177,182.5495946407318,63.407387018203735,0.3225729465484619,114.83247232437134
7,1.5516288,0.4237,0.13648,0.04676781875742373,0.23780585612235464,383.9421145915985,184.23300457000732,63.705047607421875,0.32453227043151855,120.22666788101196
8,1.5157984,0.45588,0.08018,0.0673040884771516,0.2531001235164708,373.22933435440063,182.68395495414734,63.38875484466553,0.3112339973449707,113.42005157470703
9,1.4950598,0.45396,0.07752,0.058277554982065556,0.3081812326821647,372.4411287307739,182.3941445350647,63.49691081047058,0.3171522617340088,112.44142961502075
