#Namespace(arch='AlexNet', batch_size=128, beta1=0.9, beta1_tl=0.9, beta2=0.999, beta2_tl=0.999, checkpoint=None, clustering='sklearn', data_dir='./data', dataset='CIFAR10', epochs=100, grayscale=True, input_dim=2, loss_fn='CrossEntropy', lr=0.05, lr_tl=0.05, metrics=True, metrics_file=None, momentum=0.9, momentum_tl=0.9, num_classes=10, optimizer='SGD', optimizer_tl='SGD', param_requires_grad=False, pca=True, pca_method='sklearn', pca_reduction=256, pca_whitening=True, reassign_clustering=False, reassign_optimizer_tl=True, requires_grad=True, seed=42, sobel=True, verbose=True, weight_decay=1e-05, weight_decay_tl=1e-05)
epoch,loss_avg,accuracy,true_accuracy,nmi_true_ped,nmi_epochs,epoch_time,train_time,features_time,cluster_time,pca_time
0,1.9415885,0.3143,0.08796,0.08146452754175317,0.0,287.20661997795105,189.75745749473572,64.03008723258972,12.08157467842102,21.240398168563843
1,1.9751601,0.36624,0.09984,0.021558816143544903,0.05486710883036493,277.3889012336731,175.90375399589539,61.79566216468811,7.2167768478393555,18.4375901222229
2,1.9577627,0.28454,0.0956,0.04355011856910383,0.06332898909602634,279.0055420398712,177.1510932445526,61.541977882385254,6.474313020706177,18.673888444900513
3,1.8901286,0.32342,0.10286,0.05454839337294577,0.16380383123999787,273.37315702438354,178.22460794448853,61.840496301651,9.195327997207642,18.667685508728027
4,1.6179805,0.45622,0.09752,0.04221999753745088,0.15598023797618907,276.3524098396301,177.5906581878662,62.362281799316406,9.572482109069824,19.14228653907776
5,1.4686,0.50776,0.1096,0.055213185049873964,0.2093840368765637,291.73361229896545,179.48838019371033,61.733261585235596,10.311628580093384,25.09596085548401
6,1.3125871,0.58068,0.11066,0.04787674057824447,0.22481015788641653,282.141371011734,178.0341091156006,62.93312072753906,9.245019435882568,20.239412546157837
7,1.5490184,0.48584,0.11832,0.04112103795837494,0.25709597363177195,278.8638045787811,175.89476919174194,61.657970666885376,7.567826509475708,19.290067195892334
8,1.3603854,0.55576,0.09558,0.04082500955998369,0.1811705075639792,276.24681067466736,175.7895941734314,61.526139974594116,10.17114782333374,23.068769693374634
9,1.3152517,0.5484,0.11734,0.05960929459009441,0.24680977034635956,273.9747941493988,176.42500948905945,63.05456352233887,9.089632272720337,19.013748168945312
10,1.1924891,0.59976,0.11608,0.06454258485922094,0.2940338982510806,272.16227531433105,176.62763476371765,62.49260592460632,7.921655178070068,19.78659701347351
11,1.2128448,0.57666,0.1157,0.06361171113628639,0.3573544734491324,288.57005739212036,181.17114305496216,62.4650993347168,10.0955491065979,18.93867826461792
12,1.1989427,0.60008,0.11682,0.060301812542859726,0.31158518451765777,271.386177778244,176.34520745277405,62.43814563751221,9.343544006347656,17.851759433746338
13,1.1189257,0.61446,0.1029,0.06023519786904688,0.35558071714794787,280.6491096019745,177.64613890647888,61.37563443183899,10.657068490982056,19.329570293426514
14,1.1978006,0.56456,0.1203,0.06101114301831348,0.34355770710108036,280.8802959918976,177.21813344955444,62.41162967681885,9.352466106414795,19.179025650024414
15,1.2097253,0.57488,0.121,0.07526990911668087,0.34597067033907675,272.2601273059845,177.57964277267456,62.53518342971802,8.578254461288452,18.00059485435486
16,1.326287,0.52142,0.10922,0.06553690845562432,0.20527756207859288,271.085467338562,176.53579545021057,61.76799201965332,8.03738522529602,19.489672422409058
17,1.2817492,0.57876,0.10652,0.06636794824780388,0.15856693005166195,272.5477180480957,176.90602374076843,62.784472703933716,9.528883218765259,18.01122260093689
