#Namespace(arch='AlexNet', batch_size=128, beta1=0.9, beta1_tl=0.9, beta2=0.999, beta2_tl=0.999, checkpoint=None, clustering='faiss', data_dir='./data', dataset='CIFAR10', epochs=10, grayscale=True, input_dim=2, loss_fn='CrossEntropy', lr=0.05, lr_tl=0.05, metrics=True, metrics_file=None, momentum=0.9, momentum_tl=0.9, num_classes=10, optimizer='SGD', optimizer_tl='SGD', param_requires_grad=False, pca=True, pca_method='faiss', pca_reduction=256, pca_whitening=True, reassign_clustering=False, reassign_optimizer_tl=True, requires_grad=True, seed=42, sobel=True, verbose=True, weight_decay=1e-05, weight_decay_tl=1e-05)
epoch,loss_avg,accuracy,true_accuracy,nmi_true_ped,nmi_epochs,epoch_time,train_time,features_time,cluster_time,pca_time
0,2.170776,0.20436,0.09478,0.09020961314189896,0.0,373.55228543281555,194.3714635372162,63.62394309043884,0.5156736373901367,114.95109105110168
1,1.9249759,0.30266,0.14482,0.08074396603324481,0.15948762650093454,390.09974551200867,183.83071303367615,62.92644643783569,0.8642597198486328,127.54757905006409
2,1.7151079,0.3722,0.0852,0.06488370112773208,0.21028833568501062,382.07684350013733,185.45085310935974,63.299280881881714,0.310988187789917,121.51509952545166
3,1.7114546,0.35462,0.09584,0.06595709752028493,0.27014512559945986,384.1249794960022,183.2132923603058,63.286731481552124,0.30608129501342773,123.01660966873169
4,1.6872765,0.37542,0.10194,0.06560545783001812,0.3025461735101029,386.87838530540466,188.76449918746948,63.889270067214966,0.312694787979126,125.68727016448975
5,1.5700971,0.42348,0.10432,0.057914148601251464,0.29349176552099226,393.59817123413086,189.17692017555237,64.1804895401001,0.3268435001373291,123.22237849235535
6,1.6177187,0.41548,0.07148,0.05428156262717203,0.3066630765212923,388.593861579895,186.53806066513062,63.53560733795166,0.31014037132263184,122.61408257484436
7,1.4932492,0.4687,0.11498,0.053453649057660625,0.306454904136821,367.899361371994,183.00067043304443,63.3595974445343,0.3181118965148926,115.21339988708496
8,1.622201,0.39908,0.13288,0.06071251067082179,0.31467273472617074,382.5359847545624,187.62389755249023,69.35669755935669,0.312396764755249,108.7682752609253
9,1.5127144,0.46444,0.10108,0.06173863096817864,0.2900250801172496,367.90766048431396,183.47870063781738,63.742817640304565,0.32265186309814453,114.78539204597473
