#Namespace(arch='ResNet18', batch_size=128, beta1=0.9, beta1_tl=0.9, beta2=0.999, beta2_tl=0.999, checkpoint=False, checkpoint_file=None, clustering='sklearn', contrastive_strategy_1=False, contrastive_strategy_2=False, data_dir='./data', dataset='MNIST', ds_split='train', ds_train=True, epochs=25, grayscale=False, input_dim=1, loss_fn='CrossEntropy', lr=0.05, lr_tl=0.05, metrics=True, metrics_dir='./metrics/MNIST/5_runs_100_epochs/', metrics_file=None, momentum=0.9, momentum_tl=0.9, num_classes=10, optimizer='SGD', optimizer_tl='SGD', param_requires_grad=False, pca=True, pca_method='faiss', pca_reduction=256, pca_whitening=True, reassign_clustering=False, reassign_optimizer_tl=True, remove_head=True, requires_grad=False, seed=None, sobel=False, verbose=True, weight_decay=1e-05, weight_decay_tl=1e-05)
epoch,loss_avg,contrastive_loss_avg,deep_cluster_loss_avg,accuracy,true_accuracy,nmi_true_pred,nmi_epochs,epoch_time,train_time,features_time,cluster_time,pca_time
0,1.2208694,0.0,1.2208694,0.5330863,0.49233774038461536,0.5002893940681987,0.0,256.876797914505,181.73221802711487,66.91165471076965,7.491528272628784,0.6473915576934814
1,0.7766189,0.0,0.7766189,0.7064303,0.5892260950854701,0.6108176843737197,0.6201718039217375,250.73221611976624,177.79047966003418,64.36731696128845,7.858484268188477,0.634197473526001
2,0.6826785,0.0,0.6826785,0.7482138,0.48399105235042733,0.6225961707670941,0.5932180763070275,249.71835780143738,177.22503852844238,63.89335107803345,7.882913112640381,0.6287782192230225
3,0.5623938,0.0,0.5623938,0.7890959,0.5025206997863247,0.5939721747218012,0.5371469885494488,253.22106885910034,177.84558510780334,66.72192311286926,7.93154764175415,0.6302223205566406
4,0.5426669,0.0,0.5426669,0.79393697,0.5150240384615384,0.6047543625583908,0.6273473577536429,250.61303997039795,178.33660578727722,63.384777545928955,8.181375503540039,0.621955394744873
5,0.52176285,0.0,0.52176285,0.8027344,0.5040397970085471,0.6074387029622828,0.7242674831421443,248.50722908973694,176.5640766620636,65.08251094818115,6.149682521820068,0.6239314079284668
6,0.5017406,0.0,0.5017406,0.81690705,0.5921641292735043,0.6553642763256867,0.7691419233835669,249.62139701843262,178.3491656780243,62.9843544960022,7.565202951431274,0.6343204975128174
7,0.48169008,0.0,0.48169008,0.81687367,0.5095152243589743,0.5934484321660777,0.6818293152818687,250.30699944496155,179.3514449596405,63.21297883987427,7.022057294845581,0.6287760734558105
8,0.6928933,0.0,0.6928933,0.728549,0.4375500801282051,0.5068268204293619,0.5898943815573193,249.51656007766724,178.79548716545105,63.53769040107727,6.4639997482299805,0.6326463222503662
9,0.4801026,0.0,0.4801026,0.81874335,0.5626335470085471,0.6227069260574463,0.5723737807950404,251.12735557556152,177.45914936065674,66.36874890327454,6.591820478439331,0.6180365085601807
10,0.5617504,0.0,0.5617504,0.7915331,0.5504306891025641,0.6385483897634199,0.5995639863219899,250.38480591773987,177.97949838638306,64.71535396575928,6.98435640335083,0.6183533668518066
11,0.5406122,0.0,0.5406122,0.7882946,0.5412159455128205,0.5811236072721909,0.5910632506338236,253.9630105495453,179.8823800086975,65.95193314552307,7.417273998260498,0.6237466335296631
12,0.5014637,0.0,0.5014637,0.81415266,0.48013488247863245,0.5829488456285248,0.6374361200891069,245.90667295455933,175.77775692939758,62.937154054641724,6.486191272735596,0.6183898448944092
13,0.5086884,0.0,0.5086884,0.8055723,0.5772736378205128,0.6186116696438325,0.5965630309083306,249.0792360305786,179.10123872756958,62.49359178543091,6.77768874168396,0.6182236671447754
14,0.5565157,0.0,0.5565157,0.78165066,0.5363247863247863,0.5663797636015103,0.6801914773606158,248.2554109096527,177.49661684036255,62.98210263252258,7.058820962905884,0.6313517093658447
15,0.49608535,0.0,0.49608535,0.8169571,0.39030782585470086,0.562341051956801,0.5149629881972734,249.40927362442017,178.01850819587708,63.05549335479736,7.606997728347778,0.6374974250793457
16,0.53063077,0.0,0.53063077,0.7985944,0.5420172275641025,0.6004635514067149,0.6107395010683837,249.66346192359924,178.59271597862244,62.91034913063049,7.443547010421753,0.6245400905609131
17,0.45374578,0.0,0.45374578,0.8262887,0.5499632745726496,0.6068828983543962,0.6371988364831178,243.32655572891235,174.1885073184967,61.82346057891846,6.593523740768433,0.6336100101470947
18,0.4303616,0.0,0.4303616,0.8336839,0.48986712072649574,0.5764002463971408,0.7244109831822149,243.88690614700317,174.29664635658264,62.01223158836365,6.856776714324951,0.6336331367492676
19,0.44232702,0.0,0.44232702,0.82668936,0.4929553952991453,0.59383430644232,0.6800234706991112,243.78136539459229,174.1838939189911,62.178098917007446,6.704349517822266,0.6288135051727295
20,0.511229,0.0,0.511229,0.8006644,0.5510984241452992,0.5857264576234122,0.6621825067452909,246.2943172454834,176.27908492088318,61.99391031265259,7.298085689544678,0.6367595195770264
21,0.4831145,0.0,0.4831145,0.8166066,0.48754674145299143,0.5753933591092961,0.6561206145261883,247.6153120994568,175.85390710830688,64.10406255722046,6.945238828659058,0.624326229095459
22,0.5196934,0.0,0.5196934,0.79954594,0.3625968215811966,0.49291618060147196,0.5819411310330679,245.82262349128723,175.120530128479,62.80181932449341,7.189327716827393,0.6217255592346191
23,0.5090569,0.0,0.5090569,0.8058227,0.5271100427350427,0.5916936885978811,0.6303624394009252,245.0512819290161,175.42321276664734,62.027578353881836,6.8780357837677,0.6358513832092285
24,0.45873353,0.0,0.45873353,0.82630545,0.460536858974359,0.5732630292598042,0.6797454556919972,246.8109724521637,175.12238931655884,64.3898606300354,6.58083963394165,0.6312651634216309
