#Namespace(arch='FeedForward', batch_size=128, beta1=0.9, beta1_tl=0.9, beta2=0.999, beta2_tl=0.999, checkpoint=False, checkpoint_file=None, clustering='faiss', contrastive_strategy_1=False, contrastive_strategy_2=False, data_dir='./data', dataset='MNIST', ds_split='train', ds_train=True, epochs=25, grayscale=False, input_dim=2, loss_fn='CrossEntropy', lr=0.05, lr_tl=0.05, metrics=True, metrics_dir='./metrics/MNIST/5_runs_100_epochs/', metrics_file=None, momentum=0.9, momentum_tl=0.9, num_classes=10, optimizer='SGD', optimizer_tl='SGD', param_requires_grad=False, pca=False, pca_method='faiss', pca_reduction=256, pca_whitening=False, reassign_clustering=False, reassign_optimizer_tl=True, remove_head=True, requires_grad=False, seed=None, sobel=True, verbose=True, weight_decay=1e-05, weight_decay_tl=1e-05)
epoch,loss_avg,contrastive_loss_avg,deep_cluster_loss_avg,accuracy,true_accuracy,nmi_true_pred,nmi_epochs,epoch_time,train_time,features_time,cluster_time,pca_time
0,2.1725223,0.0,2.1725223,0.1895199,0.10727163461538461,0.12469467782309081,0.0,77.11830759048462,42.38343620300293,33.94989037513733,0.41220927238464355,0
1,1.6149844,0.0,1.6149844,0.39249465,0.12501669337606838,0.3871911819912963,0.15871530011379478,76.5500385761261,41.905468463897705,34.096760749816895,0.21591711044311523,0
2,1.5088263,0.0,1.5088263,0.43529648,0.12242922008547008,0.4256574207364414,0.5024918865237628,76.83716082572937,42.31021571159363,33.965506076812744,0.21683859825134277,0
3,1.4906936,0.0,1.4906936,0.44870126,0.12353098290598291,0.45527122667158887,0.5411179018997786,76.12396931648254,41.669893741607666,33.98763704299927,0.2170703411102295,0
4,1.3914567,0.0,1.3914567,0.5013522,0.13883880876068377,0.45754022466780014,0.5505171969348966,76.3351526260376,41.91369271278381,33.863412380218506,0.22071075439453125,0
5,1.7681068,0.0,1.7681068,0.430205,0.14184361645299146,0.41610882366801455,0.5587578764107523,78.7108314037323,42.725791215896606,35.33603286743164,0.21893620491027832,0
6,2.2001631,0.0,2.2001631,0.13883881,0.11286391559829059,0.0733317846285956,0.06685851464300042,76.14490795135498,41.76784920692444,33.9133095741272,0.21634149551391602,0
7,2.208119,0.0,2.208119,0.14177684,0.11119457799145299,0.07323836456634486,0.7250006724491778,76.2036247253418,41.85633158683777,33.79762530326843,0.21671819686889648,0
8,2.1689289,0.0,2.1689289,0.16045673,0.11431623931623931,0.07354786250452044,0.7204694598211819,76.03774976730347,41.88244986534119,33.585785150527954,0.22760581970214844,0
9,2.1945221,0.0,2.1945221,0.14613381,0.11199586004273504,0.07357149959221103,0.7820841073097217,76.12719297409058,41.803473711013794,33.77458047866821,0.21419048309326172,0
10,2.1663918,0.0,2.1663918,0.15997262,0.11621928418803419,0.07366269486831374,0.7915376432529795,80.477623462677,45.73033094406128,34.095624923706055,0.21816301345825195,0
11,2.1651897,0.0,2.1651897,0.16736779,0.11421607905982906,0.07376548353434205,0.7368328213734312,76.37294864654541,41.82220149040222,34.08378314971924,0.21973872184753418,0
12,2.1739302,0.0,2.1739302,0.15514824,0.11231303418803419,0.07392830093960509,0.8306737741321255,76.00638008117676,41.900943994522095,33.557467222213745,0.2165977954864502,0
13,2.1635997,0.0,2.1635997,0.1544805,0.11922409188034189,0.07691146765667602,0.7209599819844946,75.97920608520508,41.68330907821655,33.74829435348511,0.21379375457763672,0
14,2.1789887,0.0,2.1789887,0.1491887,0.11470018696581197,0.0765089466737826,0.7163683314097314,75.53642988204956,41.508092403411865,33.4781014919281,0.21652507781982422,0
15,2.1749547,0.0,2.1749547,0.14987314,0.1141159188034188,0.07587369397474596,0.9089488214745499,77.84724760055542,43.16675615310669,34.12230682373047,0.22007274627685547,0
16,2.1991851,0.0,2.1991851,0.13863848,0.11096087072649573,0.0757749467183984,0.8606033330676425,77.0868468284607,42.58745336532593,33.94624066352844,0.21904325485229492,0
17,2.1509643,0.0,2.1509643,0.15818644,0.11429954594017094,0.07640927125133694,0.7351717699859283,80.7334349155426,43.601176023483276,36.45807075500488,0.22240638732910156,0
18,2.2156074,0.0,2.2156074,0.13590078,0.11037660256410256,0.07548008467493815,0.8138510358865727,76.63310360908508,41.67512059211731,34.49103355407715,0.2205343246459961,0
19,2.1217628,0.0,2.1217628,0.17309362,0.12097689636752136,0.07642254714916287,0.7315167552176036,76.78830671310425,42.686126708984375,33.54444193840027,0.2229921817779541,0
20,2.1783745,0.0,2.1783745,0.15356237,0.11381543803418803,0.07625976444693876,0.7653426951295441,76.24367189407349,41.881460189819336,33.81136178970337,0.21797537803649902,0
21,2.163401,0.0,2.163401,0.16404581,0.1155849358974359,0.07628338878555421,0.7120956080714786,76.40144276618958,41.818185806274414,34.0301148891449,0.22078442573547363,0
22,2.1868074,0.0,2.1868074,0.1471688,0.11258012820512821,0.07600885466770672,0.8073598828006433,76.76845288276672,42.372681856155396,33.843305349349976,0.2190721035003662,0
23,2.2089233,0.0,2.2089233,0.1368356,0.111328125,0.07570641292577976,0.7871003353065522,78.03005003929138,41.84150147438049,35.4948525428772,0.31014204025268555,0
24,2.1922102,0.0,2.1922102,0.15072449,0.11172876602564102,0.07577479988793781,0.7224054592182557,77.9232861995697,42.465561628341675,34.817941665649414,0.2163991928100586,0
