epoch,loss_avg,accuracy,nmi_true_ped,nmi_epochs,epoch_time,train_time,features_time,cluster_time,pca_time
0,421.049,0.11997451,0.45666027253962477,0.0,306.4446985721588,98.42031168937683,52.833508014678955,1.030277967453003,117.40643453598022
1,1.4976851,0.51965314,0.1206975053449519,0.11120937740560531,328.38441705703735,78.36722564697266,50.18147611618042,0.3577251434326172,135.1059594154358
2,1.2095441,0.61466646,0.07629194101589654,0.13248803423943734,320.6858057975769,81.41047978401184,48.11628556251526,0.6615920066833496,135.16142225265503
3,1.7333647,0.4939661,0.11107579787882498,0.45638211887335534,328.4702036380768,80.43813490867615,50.493457555770874,0.36725425720214844,135.08696818351746
4,1.2271891,0.6222241,0.06026543655198451,0.4194871572464649,300.433153629303,78.77904891967773,47.953362464904785,0.661945104598999,130.14731097221375
5,1.0500244,0.6136802,0.05625016681985782,0.6358930309871672,300.2406949996948,80.04757380485535,44.07552719116211,0.3766820430755615,121.80356693267822
6,0.8855857,0.605779,0.03903337709246332,0.5107032291269672,292.20389008522034,77.98557925224304,47.75768303871155,0.42815732955932617,127.445561170578
7,0.045194082,0.98597074,0.0,0.0,267.7201693058014,78.22259640693665,45.085665702819824,0.3751044273376465,104.52442049980164
8,2.0929034,0.39201018,0.1269686605985517,0.0,244.36168432235718,78.70660376548767,44.14111399650574,0.3663594722747803,68.65797019004822
9,0.68673056,0.8781638,0.07486829321584444,0.01998641287891311,255.94536209106445,78.45689654350281,45.62281775474548,0.37568020820617676,94.28662991523743
10,0.036888108,0.9877327,0.0,0.0,254.84686303138733,78.10798525810242,44.434083700180054,0.37973618507385254,94.95407891273499
11,1.3880728,0.5546875,0.08739956494423262,0.0,288.8961477279663,93.42872762680054,59.954975605010986,0.3858983516693115,74.06344771385193
12,0.017833149,0.99945146,0.0,0.0,308.3657395839691,101.811607837677,59.892576456069946,0.3926382064819336,103.16229772567749
13,1.2181951,0.5875609,0.06455760132145438,0.0,298.6764028072357,101.10260653495789,63.27361726760864,0.41074204444885254,70.9451687335968
14,0.7489443,0.6025709,0.07941245759788625,0.0681047766159489,345.56493639945984,101.32644510269165,61.74704170227051,0.3815732002258301,135.4725730419159
15,1.9931685,0.21332005,0.12221978737931179,0.16871974781178437,346.7587673664093,101.63700652122498,63.1886522769928,0.3711738586425781,133.2644248008728
16,1.3939363,0.52661794,0.07931240359571685,0.07211407657848619,288.2413306236267,104.53286361694336,62.672314167022705,0.3735010623931885,68.47983574867249
17,1.1377467,0.5385749,0.08285731183848294,0.047351965722425025,283.5413100719452,94.95465588569641,65.45588660240173,0.37697315216064453,76.83340954780579
18,1.4705771,0.46845078,0.07462200905802939,0.012964056783427652,239.9855613708496,77.82418608665466,52.47063374519348,0.37879037857055664,67.77905583381653
19,1.8573227,0.34471962,0.07654400338587794,0.22977656260744683,224.28684616088867,78.11652159690857,45.888253688812256,0.355449914932251,60.99689173698425
20,1.6678277,0.4266456,0.13232940622950268,0.25391749481210746,221.35439324378967,79.99509382247925,42.58584713935852,0.36250853538513184,61.30185794830322
21,1.9585848,0.2950244,0.13707955628092797,0.26550928265448104,242.91478371620178,79.89409399032593,47.40419149398804,0.3564732074737549,77.37567973136902
22,1.7738811,0.38991576,0.1915165890871393,0.28322637779508486,226.32224249839783,79.21411681175232,45.20761728286743,0.3671090602874756,64.29075837135315
23,1.6070719,0.46725398,0.12980929881354997,0.2672096233183232,227.8948221206665,78.42297840118408,46.00894212722778,0.3577306270599365,65.63963675498962
24,1.8756148,0.33731163,0.10854120668475153,0.21256192234065965,231.7005090713501,79.6583456993103,45.15523910522461,0.3602478504180908,66.80432677268982
25,0.5290562,0.7755375,0.03420108296807268,0.2892492220409352,227.82886457443237,79.561594247818,45.26881980895996,0.805469274520874,63.06427836418152
26,0.7415708,0.7401263,0.044693811190000966,0.7179316397167053,243.08137726783752,79.56782865524292,44.00522232055664,0.3699634075164795,81.76789617538452
27,1.956737,0.30009973,0.10371646609613436,0.34552722626653676,262.3402421474457,79.39879322052002,45.0463662147522,0.35261106491088867,98.87453961372375
28,0.8012805,0.5110317,0.024992100384579892,0.1677286420439633,270.57817125320435,79.59590411186218,42.44139909744263,0.9118847846984863,108.86826634407043
29,0.74818325,0.51859486,0.02850997793671926,0.61498100344908,275.4552948474884,78.35718321800232,44.014374017715454,0.36003565788269043,113.22826409339905
30,2.0198119,0.26088762,0.12032107029689759,0.3938878083145214,267.7856421470642,78.01636099815369,45.51129937171936,0.36152195930480957,106.26450538635254
31,2.068894,0.24386081,0.12199469054639402,0.3102791111768379,273.0424499511719,77.9892213344574,45.419700145721436,0.36579394340515137,111.08340454101562
32,2.0501103,0.21994126,0.13989842950165765,0.2497185400391479,266.93121218681335,79.31287908554077,42.90748190879822,0.3556971549987793,107.31921553611755
33,1.9664134,0.28152707,0.16310391668913396,0.31631021046819663,271.29651832580566,77.75827074050903,43.96399712562561,0.3699779510498047,110.67810416221619
34,2.0216377,0.25915337,0.1381542790694751,0.24159864728825842,270.1887741088867,79.43674898147583,45.408616065979004,0.36390185356140137,107.7795786857605
35,2.2220042,0.16287675,0.10454574605316065,0.3419686858051167,262.63518834114075,78.45564818382263,44.178396224975586,0.35717177391052246,102.18310379981995
36,1.8831644,0.22430186,0.11490682618889636,0.28734223705663037,272.010125875473,78.20174789428711,44.878488302230835,0.37631964683532715,108.6637876033783
37,1.9729451,0.22039561,0.15397425178067212,0.17607673566924065,257.72788977622986,78.25488495826721,45.28291702270508,0.35372114181518555,93.65889000892639
38,1.5430186,0.38040778,0.10908863485697107,0.29424281133194763,277.57718777656555,84.10043501853943,43.103782415390015,0.37012529373168945,109.87934422492981
39,1.7380419,0.3784796,0.09235716027280383,0.5181351730916277,277.9425961971283,79.21085858345032,50.863922119140625,0.3653597831726074,105.28337240219116
40,2.2097092,0.1879765,0.16828697109716154,0.2506946363051368,246.2111144065857,80.87322807312012,47.752943992614746,0.35420846939086914,74.41232061386108
41,2.274082,0.12690604,0.1340591540707223,0.09463541379633104,240.4249246120453,80.33371639251709,48.33474087715149,0.36097073554992676,70.92719841003418
42,2.2835112,0.12683953,0.09108139902697386,0.3517055085867439,228.97426509857178,81.19326782226562,44.35623216629028,0.36840176582336426,65.54374504089355
43,2.1700034,0.16791333,0.16932687879490885,0.052423135235968775,244.87642669677734,81.5792338848114,48.86657214164734,0.3554236888885498,73.67169284820557
44,1.907147,0.34407136,0.14898820787232833,0.19182322508737526,244.5710892677307,81.7591073513031,47.99713373184204,0.3739583492279053,71.25871515274048
45,2.0029976,0.26858932,0.2120961767211828,0.06788734080490146,253.73518657684326,80.9447979927063,48.89866924285889,0.36997413635253906,80.37702131271362
46,1.9579821,0.26462212,0.13911121232195944,0.07213203040898161,277.16720962524414,79.97101998329163,47.48515295982361,0.373654842376709,95.89305377006531
47,1.940119,0.3052194,0.09260919996714968,0.24796413912510892,252.04636311531067,78.72710227966309,48.70248079299927,0.3751101493835449,85.0826587677002
48,0.64526093,0.80427754,0.03363146258747558,0.0786472265115895,248.6431143283844,79.30004739761353,47.936798334121704,0.3739032745361328,80.15802907943726
49,0.5598899,0.8410184,0.044353013222429336,0.012099229330703194,246.63071393966675,81.93032622337341,48.844189405441284,0.37570810317993164,73.44904947280884
50,0.10598736,0.9820423,0.00981601537549838,0.07226969068544546,240.4642744064331,82.03661441802979,47.97143912315369,0.3715221881866455,69.06852746009827
51,0.046663526,0.9943318,0.00034906931105026305,0.018977611461343205,240.24616360664368,79.3433747291565,48.45443630218506,0.3791491985321045,71.42995834350586
52,2.2029173,0.26542553,0.13744310252193762,0.0003172708742670451,253.75981187820435,82.29411554336548,48.57386565208435,0.36811137199401855,78.12304306030273
53,1.9705501,0.30431628,0.12574466159924638,0.0730767574022592,266.61968183517456,79.66072821617126,49.93648386001587,0.36480045318603516,94.86187291145325
54,2.043733,0.3095301,0.07376898433712922,0.2915539101434269,272.4205365180969,79.85453724861145,47.993431091308594,0.358553409576416,98.13810539245605
55,2.0158174,0.29951245,0.1076138669588527,0.33224056953821823,265.55306577682495,79.00755977630615,48.55108308792114,0.35383176803588867,95.2939805984497
56,2.1718569,0.25730276,0.16685805963746292,0.27018897747596915,262.7626314163208,80.28376340866089,48.006638050079346,0.361832857131958,86.05409550666809
57,1.7825503,0.349928,0.11087104918790837,0.28332631439943406,244.0193750858307,81.17087054252625,49.29331088066101,0.36621952056884766,72.80544829368591
58,1.6751449,0.42308843,0.09996443730158919,0.2837478998232166,248.6667857170105,81.4404935836792,47.940964460372925,0.36275744438171387,77.94356560707092
59,2.0594385,0.31653923,0.13493437872888941,0.29051424608734483,253.27551126480103,80.46397089958191,46.64019513130188,0.3609585762023926,83.86095023155212
60,2.2372236,0.17092198,0.09589537211477107,0.1342104371469717,245.09267115592957,82.24031233787537,48.72028994560242,0.34974193572998047,72.48263621330261
61,1.7867295,0.47626328,0.08504816889234758,0.20644070607368822,267.0573260784149,81.91016554832458,48.786497831344604,0.36922740936279297,80.3753936290741
62,0.4526292,0.8705841,0.017707891480833994,0.14565601354090002,248.45523810386658,84.53093314170837,48.16774320602417,0.3754456043243408,74.08212947845459
63,2.1199825,0.21036127,0.13833548540175228,0.012761429339947781,232.36746048927307,79.0325870513916,47.93955087661743,0.36682939529418945,63.56828761100769
64,2.1136854,0.21728168,0.1724196774155202,0.06398794367676557,234.0709810256958,79.70833587646484,48.54697299003601,0.36412787437438965,65.13970470428467
65,0.04499645,0.98723406,0.0,0.0,245.42512321472168,79.48401188850403,44.060033082962036,0.37709712982177734,82.80370688438416
66,0.0026718855,1.0,0.0,1.0,230.73031973838806,79.56985521316528,43.705909729003906,0.38161420822143555,68.27291917800903
67,1.1448983,0.77384204,0.15295787899069024,0.0,262.33261036872864,79.84588551521301,48.821261167526245,0.37188053131103516,75.24121570587158
68,1.4174038,0.44260305,0.11587567492209688,0.12731238369728393,255.81565284729004,81.55882287025452,47.72176003456116,0.36864447593688965,84.70682525634766
69,1.513791,0.3906195,0.09598025433055016,0.4211515868710111,248.22568702697754,81.32098627090454,49.06918931007385,0.3618295192718506,75.08305048942566
70,1.8334689,0.27242905,0.10705762301231807,0.51121940985259,242.46658062934875,79.83877396583557,46.65392804145813,0.36008501052856445,72.97325134277344
71,1.3416504,0.48291776,0.04943104563224499,0.27044852210190184,257.6110429763794,82.15969347953796,50.288437366485596,0.3753662109375,73.01610517501831
72,2.2390258,0.1401485,0.07135326424585757,0.3913993822077628,243.08738017082214,81.36287450790405,48.102476358413696,0.37019872665405273,69.65586352348328
73,1.7357622,0.37491137,0.09207504685222018,0.38242736655485954,246.40188312530518,82.12448239326477,48.61835074424744,0.3680911064147949,71.22092032432556
74,1.6703985,0.37467864,0.0636405586472565,0.4873569348918221,239.04897212982178,82.51998162269592,45.23106241226196,0.37059879302978516,68.8565981388092
75,1.2029738,0.52042884,0.05488890543742995,0.4787478027493307,233.1133692264557,80.55336737632751,48.68447017669678,0.37522315979003906,62.164613246917725
76,1.5633358,0.42630208,0.1386242748955794,0.17942300672655284,256.3638000488281,80.26326394081116,49.007675647735596,0.3781435489654541,74.20711946487427
77,2.20822,0.20077018,0.11195991355692266,0.33770641835449144,251.24960279464722,80.86585545539856,48.947325229644775,0.3619413375854492,77.80770897865295
78,1.431139,0.38372672,0.0287017519936221,0.021350808044307275,240.83993864059448,80.78238940238953,47.66566014289856,0.3718912601470947,70.39485907554626
79,0.039804097,0.98723406,0.0,0.0,249.10508608818054,79.45430707931519,48.92159676551819,0.37440991401672363,78.0592589378357
80,1.7724531,0.45291442,0.048312033279728515,0.0,240.86373734474182,80.51972508430481,48.525235652923584,0.7292699813842773,69.01386904716492
81,2.0534081,0.23499003,0.09840695827118082,0.15843230252202123,256.9864556789398,80.51641750335693,48.34878945350647,0.6755735874176025,80.0594847202301
82,1.8034885,0.34477508,0.09758487655388765,0.2601274964400887,256.4032506942749,82.49727010726929,43.265533685684204,0.3662600517272949,88.67407393455505
83,2.0416481,0.2071753,0.08310944536597872,0.4508103975679719,250.81792759895325,82.11304330825806,48.01705884933472,0.3542821407318115,78.57268357276917
84,1.2518786,0.46410686,0.08501059031875416,0.34486948515774163,241.0638463497162,79.41363191604614,44.49177026748657,0.36448121070861816,74.98446583747864
85,0.9580419,0.5043883,0.0922376083482498,0.0838593972458967,245.23724269866943,79.89601945877075,48.43052434921265,0.3652024269104004,73.9836950302124
86,1.0813967,0.45423317,0.04583830926210939,0.17538955690226105,260.7909972667694,80.77749848365784,48.66497778892517,0.3660604953765869,73.08466863632202
87,1.5717399,0.41960883,0.07324029116289525,0.13915838315572518,240.79047346115112,79.4531602859497,48.181586027145386,0.36668872833251953,69.79956889152527
88,1.9683335,0.3388852,0.09652990881864401,0.31132472869804567,245.45977520942688,81.58325362205505,48.04033064842224,0.36380481719970703,72.44543719291687
89,1.7787462,0.3356937,0.10372253878934584,0.5803865414217948,239.99895095825195,78.4072585105896,48.90010118484497,0.7198150157928467,70.69564127922058
90,0.23315714,0.9553912,0.013458886884488293,0.009532624805139304,253.93709659576416,81.09478545188904,44.550679206848145,0.3759644031524658,86.11560702323914
91,1.575394,0.3487256,0.13184782500433373,0.0073162164080992145,273.4097247123718,80.32063817977905,48.68283295631409,0.3671238422393799,85.63302683830261
92,1.756189,0.45857713,0.10347314728609286,0.06624056717984556,250.72134828567505,79.16821622848511,48.43342423439026,0.3708169460296631,81.00870513916016
93,1.6217675,0.45694262,0.07546787376922875,0.3450710071774742,227.58038473129272,78.92021584510803,44.583027839660645,0.3822920322418213,65.2264986038208
94,1.8516366,0.28507864,0.07992291687130829,0.14111175788374078,241.7681782245636,80.69847249984741,49.13178634643555,0.35903358459472656,69.12589406967163
95,1.9605846,0.31325352,0.11888174198279976,0.2551241883663494,246.36648774147034,83.64861226081848,49.30234122276306,0.36447882652282715,71.5287013053894
96,1.9432349,0.3125665,0.12406165666531811,0.6091483185689328,237.5393307209015,79.24644613265991,48.674696922302246,0.36384105682373047,67.23355197906494
97,1.9710488,0.30692598,0.11045496722455742,0.6774361881737391,239.79384112358093,78.2402675151825,48.48501896858215,0.36905741691589355,71.81756210327148
98,1.3623834,0.42632428,0.056563471931973766,0.01612242517129162,236.57556700706482,78.68266248703003,44.75124454498291,0.37774157524108887,73.65044951438904
99,0.03260429,0.9934508,0.0,0.0,244.2235701084137,79.04470205307007,44.60156989097595,0.3814053535461426,80.94835352897644
