epoch,loss_avg,accuracy,nmi_true_ped,nmi_epochs,epoch_time,train_time,features_time,cluster_time,pca_time
0,1.8170286,0.33941665,0.47845312258786465,0.0,1180.1019411087036,768.5802655220032,244.75568771362305,9.104321002960205,127.33145952224731
1,1.3960274,0.49871665,0.32198604540260706,0.3076005921841137,1121.9941079616547,698.7659323215485,235.8814868927002,9.361944198608398,130.84041285514832
2,1.1125878,0.5998333,0.5571074551357571,0.3276566428316114,1139.3877153396606,700.6559219360352,260.05546712875366,7.662155389785767,125.5982038974762
3,1.0071285,0.6340333,0.6046741854583609,0.6147251264108446,1141.5873155593872,700.989620923996,266.54648756980896,7.212334394454956,121.85285925865173
4,0.95729697,0.65455,0.5634611311062437,0.4928639484918892,1134.0135009288788,700.9142203330994,265.8151156902313,7.310818195343018,116.51733350753784
5,0.8599359,0.67465,0.5364503363051768,0.5367092574644309,1147.6462996006012,700.1168413162231,264.96442675590515,6.588039875030518,119.98864150047302
6,0.88106406,0.6712,0.5089395058680154,0.5930633510202823,1142.253345966339,700.2983212471008,264.08338379859924,7.764945030212402,120.19274139404297
7,0.7983881,0.70561665,0.5324793090113963,0.5711606855908439,1137.3061003684998,700.4875996112823,265.2152736186981,6.473544597625732,117.72247958183289
8,0.77853245,0.71393335,0.505551435245767,0.4826597566652773,1188.6200141906738,727.7608478069305,268.65059447288513,15.717838525772095,124.90678977966309
9,0.7421447,0.7219333,0.5560359099375974,0.5482508044706207,1257.7531235218048,776.6959493160248,276.5903446674347,14.402912616729736,138.92437887191772
10,0.695133,0.74233335,0.5920620778309731,0.6059008884126986,1309.5364618301392,795.490612745285,311.4841208457947,11.848620891571045,138.85901474952698
11,0.79396635,0.7151167,0.5775256979886816,0.587817802683029,1288.0793261528015,791.4974446296692,312.46945333480835,8.2784264087677,130.87313985824585
12,0.74643856,0.73735,0.6103042889680725,0.6438506123323915,1285.0694227218628,761.4279410839081,318.2259726524353,9.558433532714844,137.94511771202087
13,0.7883449,0.71255,0.5426855704503659,0.5849128758136172,1285.1424360275269,791.2088489532471,290.24132919311523,10.24361801147461,140.04995465278625
14,0.7750112,0.72511667,0.5807084864740321,0.6025595039805195,1293.6328210830688,776.9686214923859,314.71296310424805,11.982560157775879,134.02063298225403
15,0.74827904,0.72798336,0.5886755431732912,0.7394282985841174,1290.8199307918549,771.1143200397491,314.3182780742645,10.289043426513672,138.62478399276733
16,0.6812598,0.7513,0.5666284035754322,0.664537927091493,1275.5456202030182,779.183687210083,301.30464243888855,10.133515357971191,130.5290548801422
17,0.6379965,0.76235,0.6171176611566785,0.5922621819764676,1325.563057899475,797.4980895519257,311.4090895652771,13.30808162689209,145.09186220169067
18,0.69514495,0.74981666,0.5911017778976603,0.6320133187211185,1308.2285573482513,787.0390908718109,314.0255000591278,11.706185579299927,147.51727938652039
19,0.6194894,0.7761,0.6330876251681543,0.6128363649791475,1302.074714899063,784.9759802818298,313.4240915775299,10.932950973510742,136.2234423160553
20,0.7193851,0.72906667,0.542260653389261,0.6003475947258958,1260.47789478302,786.1457717418671,277.59435272216797,9.914079904556274,131.5782985687256
21,0.7781322,0.70813334,0.4991787158425507,0.6317681511471204,1308.8607552051544,782.1460881233215,318.2507951259613,12.302098989486694,138.93688416481018
22,0.7151345,0.7415,0.5824991152482389,0.488345880810695,1311.3678951263428,795.5334002971649,308.8958969116211,11.485328912734985,140.34027862548828
23,0.7320629,0.72775,0.5159857517607952,0.5256774814851989,1293.157544374466,773.4502508640289,316.36611580848694,15.35275936126709,129.77115273475647
24,0.6619856,0.7550333,0.5395059931329172,0.6484334607955592,1308.1892108917236,786.8926422595978,315.43757724761963,11.598515033721924,134.4238302707672
25,0.6617375,0.75655,0.5384718208827758,0.5507533481802462,1301.584141254425,778.8223330974579,310.8901927471161,11.730944633483887,138.08627009391785
26,0.5749436,0.7927333,0.5339492003115368,0.639536490366496,1322.6522557735443,793.9052696228027,315.63955950737,11.349001407623291,144.65275239944458
27,0.68520796,0.74555,0.5190146294226141,0.5620807866794888,1260.9246861934662,780.7809829711914,306.5707919597626,7.295067310333252,121.63078451156616
28,0.7654221,0.7219833,0.4547948163274485,0.5051769980381988,1268.1142165660858,751.9989805221558,312.2655906677246,11.427003622055054,138.5841851234436
29,0.620843,0.77201664,0.6152203806711166,0.5091069773773349,1142.7383098602295,707.2081315517426,261.88347458839417,7.787358999252319,120.16685223579407
30,0.48189238,0.82628334,0.5863091855712891,0.61928410405626,1227.0501346588135,785.2821216583252,262.53595066070557,9.16042447090149,124.95085716247559
31,0.6406335,0.7600333,0.575056733269473,0.714563104229862,1300.8249189853668,787.9187824726105,312.25947761535645,10.051365375518799,137.03280687332153
32,0.54671174,0.8039,0.6047653336745751,0.6808030974041042,1308.1149559020996,792.6878509521484,312.3425681591034,11.688029289245605,135.02546072006226
33,0.6468058,0.762,0.5593320300469385,0.5867023083373085,1309.7795536518097,792.8570368289948,310.97879552841187,11.422891855239868,135.7133686542511
34,0.68165094,0.7495,0.5412378049179457,0.6396198013098262,1297.0481934547424,776.9710659980774,314.09500074386597,13.448244094848633,134.76831722259521
35,0.69280833,0.74263334,0.4709128090388006,0.6180541055213753,1298.3123168945312,782.3132195472717,310.54706716537476,13.472773790359497,134.43443059921265
36,0.67603195,0.74576664,0.5676212478080196,0.5319093848534605,1274.0840187072754,776.4650819301605,318.2193806171417,8.691340446472168,122.73998737335205
37,0.59811974,0.7809,0.5108449878338577,0.5944709184613202,1307.2151374816895,794.3458869457245,313.6185779571533,11.452458620071411,129.83123254776
38,0.5896457,0.7869833,0.604636956965376,0.5565173554195852,1287.8917310237885,796.1748449802399,304.68930554389954,10.33360481262207,120.32124519348145
39,0.6231695,0.7695,0.5589437426275224,0.6267617294853616,1249.868418455124,732.8293809890747,311.74897861480713,12.404224872589111,134.10566544532776
40,0.65452296,0.7541,0.5551463613996481,0.55209129414413,1135.191120147705,700.4770197868347,262.7968933582306,7.752368450164795,118.35131645202637
41,0.5442876,0.8071667,0.6454256093179395,0.6079579728110847,1132.7441964149475,700.1543343067169,261.7202949523926,7.842303514480591,119.06462073326111
42,0.5767755,0.79391664,0.5474017994893444,0.652497823333304,1134.744342327118,700.0212388038635,264.60368609428406,8.888722896575928,115.63243913650513
43,0.5804084,0.78908336,0.5768316657850039,0.657644881914994,1131.579823732376,700.3712985515594,263.71266508102417,7.292532205581665,116.98545837402344
44,0.6367456,0.76301664,0.5542988733608553,0.6436128705111586,1132.8317849636078,700.8610196113586,262.5692012310028,7.671048164367676,117.97693157196045
45,0.59651995,0.77951664,0.5432504427775315,0.5575463964995558,1137.9683954715729,701.2153782844543,265.66641998291016,7.59091854095459,118.09605717658997
46,0.6663436,0.7534,0.5621900207199998,0.5458815932904187,1134.4845163822174,700.5712413787842,263.9461615085602,6.804487943649292,116.88047790527344
47,0.6117661,0.7729833,0.5462700466853836,0.6027248639243036,1127.135073184967,700.5285153388977,262.54064321517944,7.321600675582886,111.70670795440674
48,0.7434279,0.7168667,0.4802454616989112,0.5210207167726203,1133.4798924922943,700.6103477478027,264.4072003364563,7.737040281295776,110.92090082168579
49,0.5800788,0.78458333,0.5197976988606073,0.5462810338482436,1141.2757649421692,699.2734324932098,265.29805040359497,7.407151937484741,120.23970079421997
