epoch,loss_avg,accuracy,nmi_true_pred,nmi_epochs
0,1.4002055778503417,0.5000833,0.0,0.6034514363064913
1,0.8282542290051779,0.69341666,0.5735939794135316,0.5297332980886386
2,0.9266339648882548,0.64965,0.5429916516702907,0.49435195698881323
3,0.6347820111910503,0.77305,0.5743880548443094,0.5067562145293828
4,0.7589391715049744,0.71328336,0.5109746732538786,0.45333977629859484
5,0.7554326918919881,0.71178335,0.557820198870182,0.47141227775115735
6,0.696394533920288,0.7382,0.5849575761865246,0.47149612076504105
7,0.6060130275567372,0.7737,0.5921907627719435,0.48192829887374183
8,0.7682148704528808,0.70341665,0.5168799396514225,0.49640629253866037
9,0.7155752696037293,0.7272,0.407025874431367,0.40343752986589904
10,0.6290404760996501,0.7697167,0.5011876320096351,0.48508122449288316
11,0.6468943426450093,0.75083333,0.4506274382202482,0.4563571931165555
12,0.6350981870651246,0.76635,0.5225804190144403,0.4900235993757497
13,0.6238687396049499,0.76065,0.6066484338346785,0.4515025290979628
14,0.5456405910809835,0.7997,0.565242624752409,0.4658264530750731
15,0.5889093679269155,0.7804833,0.5245683221442731,0.427516081436855
16,0.5293100849310557,0.80315,0.5680572825502044,0.47562194871176583
17,0.6075946408907572,0.76923335,0.6147380458599556,0.47746557475904305
18,0.4630230482737223,0.83231664,0.4814409688192663,0.4137333342039445
19,0.555454223092397,0.79611665,0.4405913958708366,0.4786445909798408
20,0.6087847420692444,0.77033335,0.4766747162680023,0.46002258607675767
21,0.6438706824620565,0.75266665,0.495800340864652,0.44067695063384726
22,0.7078480818430583,0.7148,0.46910890379445497,0.4576111154528596
23,0.5655776584943135,0.78641665,0.48493826346916646,0.3835445181475503
24,0.7065956669171651,0.73151666,0.40514297050149034,0.5213529536486318
25,0.7256198028882345,0.71868336,0.383748505166037,0.48719561298873976
26,0.5664271962801616,0.78293335,0.4708900813534411,0.5006179646659404
27,0.4985788793404897,0.8121167,0.4893504021154177,0.36089715047909365
28,0.6450111824989319,0.7482,0.3915803880914194,0.48265091564015494
29,0.5795491344769795,0.77945,0.46128016215009,0.4158918014728168
30,0.6208701270739237,0.7625667,0.4703883527761591,0.48715244856398626
31,0.627861465326945,0.7618167,0.47982824731866286,0.38003832441971463
32,0.4543514510631561,0.83238333,0.4899532995542083,0.42535445569691754
33,0.7069736029307048,0.72445,0.46414245658450937,0.4207464574380795
34,0.6252348045349121,0.7605,0.3944906143981457,0.4575638752254215
35,0.5751173809051514,0.77881664,0.491990323757355,0.44133258404682024
36,0.6000948115348816,0.7704833,0.4663293149522773,0.4781148676334428
37,0.5900064846674601,0.77823335,0.4793346832762226,0.4549568626047519
38,0.6188695563316345,0.75835,0.48407605634165635,0.4288505528245073
39,0.6444010276476542,0.7500333,0.45071156413303615,0.47636669243885565
40,0.5459636303742726,0.79195,0.5212086084860964,0.4610885685076727
41,0.6590590823491415,0.74731666,0.4408337955378415,0.4852826334023147
42,0.6011664739131928,0.7715167,0.39441081261345795,0.45576882666834806
43,0.613803767824173,0.76393336,0.4045699171548597,0.4586091039894513
44,0.6909601597150167,0.7337667,0.391923010459103,0.4553270465608988
45,0.6369511722882588,0.75941664,0.38179220792708063,0.43373556146370307
46,0.5561175691445669,0.7845,0.38256316744443836,0.47211653607058135
47,0.545211623843511,0.7902833,0.4715214809056684,0.4033293270641262
48,0.5194662864685059,0.80663335,0.4504604027783593,0.4159741181766637
49,0.5427329691886902,0.8003167,0.5230916022803296,0.40391591408683936
50,0.5580093334039052,0.79156667,0.4256761391656642,0.46206700751510027
51,0.6192244666735331,0.76196665,0.42155466246450984,0.40046897680057936
52,0.4957069675763448,0.81373334,0.43794475696247975,0.49118360471317174
53,0.569579751666387,0.78026664,0.5127887777448007,0.43267892747475256
54,0.5565059829076131,0.7893,0.4724860380414847,0.4477504843349513
55,0.4714513865470886,0.8199,0.49843143255510114,0.4285955427143155
56,0.5547831054369609,0.78821665,0.5204948724268162,0.46260531864106075
57,0.6038742574373881,0.7686833,0.5479682269323645,0.48329807326050817
58,0.5066682234923044,0.81116664,0.4053199222145609,0.40311145209618954
59,0.6246625955581665,0.76065,0.39210031953511165,0.4619543263298445
60,0.48550352085431414,0.8171,0.40710517201181895,0.4237360029371369
61,0.6311367981910706,0.7555,0.45284282000239895,0.46000019680665927
62,0.4776239375909169,0.82016665,0.44605831325158435,0.4650889879907704
63,0.5146173753261566,0.80623335,0.4620747582865816,0.40208822455539345
64,0.47208843863805133,0.82133335,0.47468395939079777,0.4175571349802346
65,0.5049181014060974,0.8095667,0.5101261830958029,0.39651453903528894
66,0.5464692956288656,0.7862,0.4180258905337483,0.4895901906531641
67,0.6015411120414734,0.7708333,0.43818906620770787,0.48180910914184416
68,0.5641043554623921,0.7880833,0.4177774546389393,0.41418370335860083
69,0.6052053730646769,0.7706,0.41633754568617887,0.48152013099975566
70,0.5244865512371063,0.79873335,0.4213835135678421,0.43587081817897566
71,0.5323097909450532,0.79836667,0.474920962180381,0.4574188736216563
72,0.5863948541323344,0.7769833,0.4908940901143981,0.45035135217034705
73,0.5233227448145549,0.7973667,0.5080226583844066,0.41726178493763316
74,0.5399088172912597,0.79788333,0.45865896789365185,0.45012465502037186
75,0.5559484913349152,0.7831333,0.41939588857871923,0.43292710880336327
76,0.6747283683458964,0.74328333,0.379085636841601,0.4389568275409922
77,0.5558754201253255,0.7865667,0.3905181897675631,0.4638817158453411
78,0.5599435555934906,0.78583336,0.46618497422955324,0.4272643175986409
79,0.5393288342634837,0.795,0.48922268172676914,0.5134220179096213
80,0.5695080136617025,0.7794833,0.4774011599391404,0.4717266898873499
81,0.645157634862264,0.752,0.470761593173107,0.45325958554462764
82,0.4667479407628377,0.8235833,0.4348306186715621,0.40422229754751826
83,0.4331075915813446,0.83638334,0.5299336825729513,0.4524446745515924
84,0.5296389793713887,0.7985833,0.536898849623661,0.4577637462766362
85,0.5295974263827006,0.7993,0.4541347871507483,0.4302012149665921
86,0.6000117078145345,0.77561665,0.4319569748863704,0.4397167765149648
87,0.4652412633419037,0.82208335,0.49777707924888215,0.4275450219937586
88,0.5612258222262064,0.78688335,0.45678154355497885,0.4042045824285486
89,0.5703025023301442,0.7809333,0.389941353627151,0.4266578681568263
90,0.4821512570699056,0.8139333,0.4591412800970567,0.42984065217469614
91,0.46854035367965696,0.8247667,0.5341253076927751,0.36268521904398726
92,0.6030745810508727,0.7694833,0.4651506000670041,0.43933411524215804
93,0.4295368992805481,0.8394833,0.4998757270727494,0.49941724279148764
94,0.5005909916559855,0.80688334,0.5835058628501113,0.4376185274177918
95,0.49208326253890994,0.8172333,0.5371396595206254,0.4485653792498273
96,0.6138244242032369,0.76856667,0.4100385218578319,0.5141536642783175
97,0.5325623205184936,0.80008334,0.3976519204455178,0.48813927084292447
98,0.5157969200770061,0.80411667,0.4217757330530982,0.46881154239133227
99,0.4655440373579661,0.8214667,0.5207136365012358,0.47849398591994363
