#Namespace(arch='AlexNet', batch_size=128, beta1=0.9, beta1_tl=0.9, beta2=0.999, beta2_tl=0.999, checkpoint=False, checkpoint_file=None, clustering='faiss', data_dir='./data', dataset='CIFAR10', ds_split='train', ds_train=True, epochs=100, grayscale=False, input_dim=3, loss_fn='CrossEntropy', lr=0.05, lr_tl=0.05, metrics=True, metrics_dir='./metrics/CIFAR10/100_runs/', metrics_file=None, momentum=0.9, momentum_tl=0.9, num_classes=10, optimizer='SGD', optimizer_tl='SGD', param_requires_grad=False, pca=True, pca_method='faiss', pca_reduction=256, pca_whitening=True, reassign_clustering=False, reassign_optimizer_tl=True, requires_grad=True, seed=None, sobel=False, verbose=True, weight_decay=1e-05, weight_decay_tl=1e-05)
epoch,loss_avg,accuracy,true_accuracy,nmi_true_pred,nmi_epochs,epoch_time,train_time,features_time,cluster_time,pca_time
0,1.6457306,0.42036,0.10012,0.10031824390744236,0.0,306.1992127895355,108.47950434684753,73.71467089653015,1.0223438739776611,122.809161901474
1,1.207417,0.5619,0.09048,0.06896165565437254,0.2556913205607889,284.43341064453125,93.31617140769958,69.01226925849915,0.3453230857849121,121.6420304775238
2,1.2143707,0.552,0.09002,0.06192751172073919,0.3402762269746764,277.5116832256317,94.48778629302979,68.34285140037537,0.505298376083374,114.04078221321106
3,0.96951133,0.63878,0.0944,0.0991152028573298,0.3867180528610347,282.0216748714447,93.4944715499878,70.72389006614685,0.3329620361328125,117.35885071754456
4,0.9081603,0.6516,0.0847,0.10727108398116814,0.5127575199661495,276.3592803478241,93.05763125419617,69.11431455612183,0.33666443824768066,113.73060274124146
5,1.0175929,0.5984,0.10094,0.09204992179952176,0.5008804541531336,276.4326591491699,95.81936049461365,67.68638634681702,0.35175466537475586,112.4655818939209
6,0.9522354,0.6435,0.08934,0.10879461406456774,0.47585218970658927,274.7284641265869,96.3962984085083,68.96745824813843,0.34415102005004883,108.9058780670166
7,0.9688824,0.64418,0.09892,0.11238133920893191,0.4507384253730624,263.0385901927948,93.57118844985962,68.07598638534546,0.32694506645202637,100.94908213615417
8,1.0618039,0.59862,0.0911,0.09129722432076533,0.45422124511467554,262.6945147514343,93.66073393821716,66.92701864242554,0.3385963439941406,101.65792632102966
9,1.0415154,0.6124,0.10164,0.09137691494233283,0.35964003127396155,264.28262734413147,93.96881604194641,71.28405618667603,0.32477807998657227,98.59269261360168
